Unnamed: 0,Title,Desc,Type,BodyPart,Equipment,Level,Rating,RatingDesc
2468,Axle Clean And Press,,Strongman,Shoulders,Barbell,Beginner,0.0,Average
2469,Jerk Balance,,Olympic Weightlifting,Shoulders,Barbell,Beginner,0.0,Average
2489,Two-Arm Kettlebell Military Press,,Strength,Shoulders,Kettlebells,Beginner,8.7,Average
2490,Alternating Kettlebell Press,,Strength,Shoulders,Kettlebells,Beginner,8.6,Average
2494,Two-Arm Kettlebell Clean,,Strength,Shoulders,Kettlebells,Beginner,7.5,Average
2496,Kettlebell Seated Press,,Strength,Shoulders,Kettlebells,Beginner,7.0,Average
2497,Double Kettlebell Jerk,,Strength,Shoulders,Kettlebells,Beginner,7.0,Average
2498,Kettlebell Arnold Press,,Strength,Shoulders,Kettlebells,Beginner,6.8,Average
2500,One-Arm Kettlebell Split Snatch,,Strength,Shoulders,Kettlebells,Beginner,0.0,
2501,One-Arm Kettlebell Para Press,,Strength,Shoulders,Kettlebells,Beginner,0.0,
2502,One-Arm Kettlebell Split Jerk,,Strength,Shoulders,Kettlebells,Beginner,0.0,
2503,One-Arm Kettlebell Military Press To The Side,,Strength,Shoulders,Kettlebells,Beginner,0.0,
2504,One-Arm Kettlebell Jerk,,Strength,Shoulders,Kettlebells,Beginner,0.0,
2505,Double Kettlebell Snatch,,Strength,Shoulders,Kettlebells,Beginner,0.0,
2506,Two-Arm Kettlebell Jerk,,Strength,Shoulders,Kettlebells,Beginner,0.0,
2531,Power Partials,,Strength,Shoulders,Dumbbell,Beginner,9.1,Average
2549,Dumbbell Raise,,Strength,Shoulders,Dumbbell,Beginner,8.4,Average
2554,Reverse Flyes With External Rotation,,Strength,Shoulders,Dumbbell,Beginner,8.0,Average
2557,Dumbbell Scaption,,Strength,Shoulders,Dumbbell,Beginner,7.8,Average
2558,See-Saw Press (Alternating Side Press),,Strength,Shoulders,Dumbbell,Beginner,7.8,Average
2559,Dumbbell Incline Shoulder Raise,,Strength,Shoulders,Dumbbell,Beginner,7.4,Average
2561,Dumbbell Clean And Jerk,,Strength,Shoulders,Dumbbell,Beginner,0.0,
2659,Circus Bell,,Strongman,Shoulders,Other,Beginner,7.7,Average
2661,Crucifix,,Strongman,Shoulders,Other,Beginner,6.0,Average
2662,Bar shoulder extension stretch,The bar shoulder extension stretch is a technique to increase overhead mobility (known as shoulder flexion) and thoracic extension with the help of a bar or other stable object. It is often used as part of a warm-up before upper-body training.,Stretching,Shoulders,Other,Beginner,5.3,Average
2663,Chair Upper Body Stretch,,Stretching,Shoulders,Other,Beginner,4.1,Average
2666,Sled Overhead Backward Walk,,Strength,Shoulders,Other,Beginner,0.0,
2667,Log Lift,,Strongman,Shoulders,Other,Beginner,0.0,Average
2683,Cable Internal Rotation,,Strength,Shoulders,Cable,Beginner,8.6,Average
2691,Cable Shoulder Press,,Strength,Shoulders,Cable,Beginner,8.1,Average
2692,Alternating Cable Shoulder Press,,Strength,Shoulders,Cable,Beginner,8.0,Average
2731,Seated Front Deltoid,,Stretching,Shoulders,Body Only,Beginner,4.5,Average
2757,Backward Medicine Ball Throw,,Plyometrics,Shoulders,Medicine Ball,Beginner,6.8,Average
2759,Standing Two-Arm Overhead Throw,,Plyometrics,Shoulders,Medicine Ball,Beginner,0.0,Average
2763,Side Wrist Pull,,Stretching,Shoulders,,Beginner,8.4,Average
2764,Elbow Circles,,Stretching,Shoulders,,Beginner,5.3,Average
2765,Kneeling Arm Drill,,Plyometrics,Shoulders,,Beginner,4.0,Average
2773,Decline Close-Grip Bench To Skull Crusher,,Strength,Triceps,Barbell,Beginner,8.9,Average
2778,Bench Press with Chains,,Powerlifting,Triceps,Barbell,Beginner,8.3,Average
2779,Floor Press,,Powerlifting,Triceps,Barbell,Beginner,8.3,Average
2780,One Arm Floor Press,,Strength,Triceps,Barbell,Beginner,7.3,Average
2781,Pin Presses,,Powerlifting,Triceps,Barbell,Beginner,7.0,Average
2782,JM Press With Bands,,Strength,Triceps,Barbell,Beginner,0.0,
2783,JM Press,,Strength,Triceps,Barbell,Beginner,0.0,
2784,Floor Press with Chains,,Powerlifting,Triceps,Barbell,Beginner,0.0,Average
2785,Reverse Band Bench Press,,Powerlifting,Triceps,Barbell,Beginner,0.0,Average
2797,Decline Dumbbell Triceps Extension,,Strength,Triceps,Dumbbell,Beginner,8.5,Average
2799,One Arm Pronated Dumbbell Triceps Extension,,Strength,Triceps,Dumbbell,Beginner,8.4,Average
2800,One Arm Supinated Dumbbell Triceps Extension,,Strength,Triceps,Dumbbell,Beginner,8.4,Average
2801,Seated Bent-Over Two-Arm Dumbbell Triceps Extension,,Strength,Triceps,Dumbbell,Beginner,8.2,Average
2802,Tate Press,,Strength,Triceps,Dumbbell,Beginner,8.1,Average
2804,Seated Bent-Over One-Arm Dumbbell Triceps Extension,,Strength,Triceps,Dumbbell,Beginner,7.5,Average
2805,Dumbbell Tricep Extension -Pronated Grip,,Strength,Triceps,Dumbbell,Beginner,6.3,Average
2825,Chain Handle Extension,,Powerlifting,Triceps,Other,Beginner,8.3,Average
2826,Sled Overhead Triceps Extension,,Strength,Triceps,Other,Beginner,0.0,
2828,Suspended Triceps Press,,Strength,Triceps,Other,Beginner,0.0,Average
2841,Low Cable Triceps Extension,,Strength,Triceps,Cable,Beginner,8.2,Average
2889,Standing Towel Triceps Extension,,Strength,Triceps,Body Only,Beginner,6.5,Average
2892,Overhead Triceps,,Stretching,Triceps,Body Only,Beginner,3.3,Average
2910,Supine Chest Throw,,Plyometrics,Triceps,Medicine Ball,Beginner,8.2,Average
2914,Lying Close-Grip Barbell Triceps Press To Chin,,Strength,Triceps,E-Z Curl Bar,Beginner,8.1,Average
